City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Lata,PT,40.1629,-8.3327,67.82,58,1,4.34,clear sky
349,Zuwarah,LY,32.9312,12.082,76.66,67,0,8.79,clear sky
350,Rodrigues Alves,BR,-7.738,-72.6509,83.23,63,100,2.06,overcast clouds
351,Almeirim,BR,-1.5233,-52.5817,81.97,80,43,2.44,scattered clouds
352,Port Lincoln,AU,-34.7333,135.8667,53.53,50,94,15.12,overcast clouds
353,Atyrau,KZ,47.1167,51.8833,78.82,25,0,6.71,clear sky
354,Balkanabat,TM,39.5108,54.3671,89.53,17,0,13.51,clear sky
355,Colquechaca,BO,-18.6667,-66.0167,46.47,23,73,16.17,broken clouds
356,Panara,IN,22.0667,78.55,73.49,92,100,9.93,moderate rain
357,Teacapan,MX,22.55,-105.75,88.93,58,0,11.01,clear sky
358,Mto Wa Mbu,TZ,-3.35,35.85,65.03,65,40,3.31,scattered clouds
359,Nuevo Laredo,MX,27.4763,-99.5164,104.27,23,6,3.49,clear sky
360,Chumikan,RU,54.7183,135.315,51.58,100,100,3.47,overcast clouds
361,Gilbues,BR,-9.8317,-45.3439,87.89,26,5,8.86,clear sky
362,Jennings,US,38.7192,-90.2604,89.62,54,40,1.01,scattered clouds
363,Nanortalik,GL,60.1432,-45.2371,43.09,85,63,5.08,broken clouds
364,Mulanje,MW,-16.0316,35.5,61.43,77,61,4.47,broken clouds
365,Ercis,TR,39.0287,43.3586,68.92,40,0,3.13,clear sky
366,Port Blair,IN,11.6667,92.75,81.63,84,100,20.15,heavy intensity rain
367,Geraldton,AU,-28.7667,114.6,46.81,93,33,3.44,scattered clouds
368,San Mateo Ixtatan,GT,15.8319,-91.4781,62.76,64,15,6.08,few clouds
369,Bosaso,SO,11.2842,49.1816,89.64,39,21,26.64,light rain
370,Cienfuegos,CU,22.1461,-80.4356,85.5,67,86,7.54,overcast clouds
371,Ucluelet,CA,48.9329,-125.5528,61.11,92,100,5.79,overcast clouds
372,Caetes,BR,-8.7731,-36.6225,65.32,86,39,9.57,scattered clouds
373,Cabra,ES,37.4725,-4.4421,82.9,29,0,9.48,clear sky
374,Biloela,AU,-24.4167,150.5,43.88,78,0,6.29,clear sky
375,Noumea,NC,-22.2763,166.4572,75.99,99,51,5.01,light rain
376,Barabinsk,RU,55.3571,78.357,66.97,85,22,3.94,few clouds
377,Nova Odesa,UA,47.3078,31.7851,72.84,50,97,15.66,overcast clouds
378,Shenkursk,RU,62.1091,42.896,62.78,94,70,4.92,light rain
379,Sitka,US,57.0531,-135.33,54.81,91,100,7.43,moderate rain
380,Ayan,RU,56.45,138.1667,56.82,97,100,12.88,overcast clouds
381,Quepos,CR,9.4236,-84.1652,79.18,85,87,2.57,overcast clouds
382,Zeya,RU,53.75,127.2667,57.07,99,48,4.9,scattered clouds
383,Ayorou,NE,14.7308,0.9174,90.54,45,82,15.46,broken clouds
384,Esperance,AU,-33.8667,121.9,54.81,76,80,8.72,broken clouds
385,Constantine,DZ,36.365,6.6147,74.61,56,0,5.75,clear sky
386,Dunedin,NZ,-45.8742,170.5036,38.8,77,70,8.08,broken clouds
387,Burnie,AU,-41.0667,145.9167,51.94,70,100,13.38,overcast clouds
388,Veraval,IN,20.9,70.3667,81.93,83,99,20.51,overcast clouds
389,Jaque,PA,7.5175,-78.1703,80.62,86,97,7.7,moderate rain
390,Mecca,SA,21.4267,39.8261,90.79,19,63,3.47,broken clouds
391,Tayoltita,MX,24.0833,-105.9333,84.27,59,68,5.44,broken clouds
392,Vao,NC,-22.6667,167.4833,76.15,80,34,22.19,scattered clouds
393,Yenagoa,NG,4.9247,6.2642,74.14,90,100,5.01,overcast clouds
394,Tignere,CM,7.3667,12.65,64.4,96,100,2.53,overcast clouds
395,Auki,SB,-8.7676,160.7034,76.44,85,73,3.4,broken clouds
396,Maposeni,TZ,-10.5833,35.4,61.07,65,67,3.27,broken clouds
397,Emirdag,TR,39.0197,31.15,59.04,82,14,6.17,few clouds
398,Winneba,GH,5.3511,-0.6231,75.11,87,87,9.06,overcast clouds
399,Xinzhi,CN,36.4989,111.7047,75.49,76,77,3.83,broken clouds
400,Rocha,UY,-34.4833,-54.3333,72.86,73,93,6.85,overcast clouds
401,Starkville,US,33.4504,-88.8184,88.66,66,100,8.05,overcast clouds
402,Lazaro Cardenas,MX,17.9583,-102.2,87.87,60,39,9.73,scattered clouds
403,Shawnee,US,39.05,-95.7669,93.29,54,0,12.66,clear sky
404,Buala,SB,-8.145,159.5921,78.96,81,100,4.29,overcast clouds
405,Ajdabiya,LY,30.7554,20.2263,79.23,53,0,18.59,clear sky
406,Marawi,PH,7.9986,124.2928,69.66,88,98,5.39,overcast clouds
407,Saint-Louis,SN,16.3333,-15.0,90.91,41,17,16.75,few clouds
408,Ahuimanu,US,21.4447,-157.8378,85.71,68,75,17.27,broken clouds
409,Puerto Quijarro,BO,-17.7833,-57.7667,96.37,22,6,8.63,clear sky
410,Waipawa,NZ,-41.4122,175.5153,45.75,70,100,5.88,light rain
411,Port Hedland,AU,-20.3167,118.5667,51.85,62,5,6.91,clear sky
412,Namatanai,PG,-3.6667,152.4333,78.08,78,53,6.17,broken clouds
413,Deputatskiy,RU,69.3,139.9,57.18,63,100,2.08,overcast clouds
414,Gunjur,GM,13.2019,-16.7339,79.59,80,4,11.97,clear sky
415,Ahraura,IN,25.0167,83.0167,88.95,56,22,5.77,few clouds
416,Mercedes,AR,-34.6515,-59.4307,63.03,83,100,14.2,overcast clouds
417,Mareeba,AU,-17.0,145.4333,57.92,86,6,2.84,clear sky
418,Ecija,ES,37.5422,-5.0826,96.58,25,0,13.62,clear sky
419,Half Moon Bay,US,37.4636,-122.4286,92.05,65,0,6.91,clear sky
420,Susangerd,IR,31.5608,48.1831,102.69,13,0,17.52,clear sky
421,Beloha,MG,-25.1667,45.05,65.62,61,0,7.76,clear sky
422,Progreso,MX,21.2833,-89.6667,95.11,58,46,14.45,scattered clouds
423,Newport,GB,51.5877,-2.9984,73.51,62,69,2.64,broken clouds
424,Maniitsoq,GL,65.4167,-52.9,41.58,87,93,15.37,overcast clouds
425,Kiunga,PG,-6.1219,141.2906,73.18,100,100,1.95,moderate rain
426,Lithgow,AU,-33.4833,150.15,36.9,99,50,2.28,scattered clouds
427,Sri Aman,MY,1.2376,111.4621,72.77,93,95,0.31,overcast clouds
428,Sumbe,AO,-11.2061,13.8437,68.31,90,3,6.82,clear sky
429,Whithorn,JM,18.2604,-78.0378,85.44,59,99,4.43,overcast clouds
430,College,US,64.8569,-147.8028,66.15,87,75,3.44,light rain
431,Caravelas,BR,-17.7125,-39.2481,73.06,74,6,4.85,clear sky
432,Puerto Ayacucho,VE,5.6639,-67.6236,83.73,77,69,2.04,broken clouds
433,Isangel,VU,-19.55,169.2667,76.75,87,10,8.81,clear sky
434,Sao Raimundo Nonato,BR,-9.0153,-42.6994,82.38,41,55,8.5,broken clouds
435,Clarence Town,AU,-32.5833,151.7833,52.86,96,76,2.57,broken clouds
436,Derzhavinsk,KZ,51.1,66.3167,66.13,75,75,10.54,broken clouds
437,Mathathane,BW,-22.2687,28.7495,62.91,46,0,7.02,clear sky
438,Haines Junction,CA,60.7522,-137.5108,69.06,37,98,2.26,overcast clouds
439,Qaqortoq,GL,60.7167,-46.0333,44.06,83,26,6.62,scattered clouds
440,Talnakh,RU,69.4865,88.3972,48.09,60,26,6.26,scattered clouds
441,Pimentel,PE,-6.8367,-79.9342,68.29,68,75,8.05,broken clouds
442,Oulainen,FI,64.2667,24.8,54.75,95,100,3.83,overcast clouds
443,Coahuayana,MX,18.7333,-103.6833,91.9,53,67,7.49,broken clouds
444,Lavrentiya,RU,65.5833,-171.0,48.99,84,100,5.75,overcast clouds
445,Hals,DK,56.9961,10.3081,57.16,72,100,9.46,overcast clouds
446,Kamina,CD,-8.7386,24.9906,62.11,43,0,3.42,clear sky
447,Greensboro,US,36.0726,-79.792,67.57,83,100,16.11,light rain
448,Aykhal,RU,66.0,111.5,60.12,52,100,5.91,overcast clouds
449,Bonga,ET,7.2833,36.2333,59.52,99,100,1.5,light rain
450,Chokurdakh,RU,70.6333,147.9167,62.37,48,97,11.18,overcast clouds
451,Ternate,ID,0.8,127.4,79.52,80,91,4.88,overcast clouds
452,Ca Mau,VN,9.1769,105.15,75.22,91,100,13.18,overcast clouds
453,Lasa,IT,46.6166,10.7002,65.35,76,4,6.24,clear sky
454,Hazorasp,UZ,41.3194,61.0742,73.24,29,0,15.41,clear sky
455,Mazatlan,MX,23.2167,-106.4167,93.16,61,20,11.5,few clouds
456,Coruripe,BR,-10.1256,-36.1756,74.12,85,21,12.59,few clouds
457,Bathsheba,BB,13.2167,-59.5167,86.61,84,20,20.71,few clouds
458,Thinadhoo,MV,0.5333,72.9333,82.71,75,100,7.43,overcast clouds
459,Vila,PT,42.0304,-8.1588,59.88,60,4,1.83,clear sky
460,Sakakah,SA,29.9697,40.2064,87.93,16,0,11.65,clear sky
461,Igarka,RU,67.4667,86.5833,45.9,68,100,7.76,overcast clouds
462,Humboldt,US,40.6665,-123.9178,62.13,44,2,7.45,clear sky
463,Talaya,RU,61.3833,152.75,71.44,62,4,7.72,clear sky
464,Toppenish,US,46.3774,-120.3087,86.34,22,75,2.42,broken clouds
465,Barra Do Garcas,BR,-15.89,-52.2567,88.65,21,5,6.04,clear sky
466,Santa Cruz,BO,-17.8,-63.1667,87.85,42,75,28.77,broken clouds
467,Samarai,PG,-10.6167,150.6667,80.92,73,35,11.5,scattered clouds
468,Malgrat De Mar,ES,41.6466,2.7414,81.23,62,0,5.01,clear sky
469,Contai,IN,21.7786,87.7536,83.16,82,36,7.29,scattered clouds
470,Vangaindrano,MG,-23.35,47.6,63.97,86,9,3.98,clear sky
471,Kharela,IN,25.55,79.8167,94.66,39,22,8.05,few clouds
472,Umea,SE,63.8284,20.2597,58.93,94,20,1.14,few clouds
473,Gizo,SB,-8.103,156.8419,80.15,71,86,2.59,overcast clouds
474,Fandriana,MG,-20.2333,47.3833,51.6,93,96,6.04,overcast clouds
475,Nushki,PK,29.5542,66.0215,86.38,49,95,8.66,overcast clouds
476,Manoel Urbano,BR,-8.8389,-69.2597,84.9,59,98,3.11,overcast clouds
477,Pacific Grove,US,36.6177,-121.9166,78.82,84,20,9.22,few clouds
478,Soyo,AO,-6.1349,12.3689,71.31,87,22,6.53,few clouds
479,Camalu,MX,30.85,-116.0667,78.03,56,14,13.06,few clouds
480,Port Hardy,CA,50.6996,-127.4199,59.38,91,100,10.71,overcast clouds
481,Puri,IN,19.8,85.85,81.12,83,100,3.56,overcast clouds
482,Eyemouth,GB,55.8713,-2.0901,70.83,86,8,8.61,clear sky
483,Papetoai,PF,-17.4961,-149.8729,80.19,73,76,17.72,light rain
484,Hambantota,LK,6.1241,81.1185,80.56,79,100,20.62,light rain
485,Luang Prabang,LA,19.8856,102.1347,73.18,99,92,0.54,overcast clouds
486,Lamar,US,33.6668,-95.5836,103.98,43,40,5.75,scattered clouds
487,Tigil,RU,57.8,158.6667,69.33,73,0,2.01,clear sky
488,Namwala,ZM,-15.7504,26.4384,61.83,49,2,6.8,clear sky
489,Flin Flon,CA,54.7682,-101.865,81.23,29,73,7.45,broken clouds
490,Wagar,SD,16.1525,36.2032,85.32,54,100,16.02,overcast clouds
491,Diego De Almagro,CL,-26.3667,-70.05,60.96,29,0,12.33,clear sky
492,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,68.59,88,75,4.47,broken clouds
493,Barreiras,BR,-12.1528,-44.99,85.93,22,0,6.85,clear sky
494,Khammam,IN,17.25,80.15,74.5,87,100,15.99,overcast clouds
495,Santa Fe,AR,-31.6333,-60.7,73.38,59,0,11.54,clear sky
496,Naantali,FI,60.4674,22.0243,63.1,72,0,4.61,clear sky
497,Qandala,SO,11.472,49.8728,88.66,45,19,17.92,few clouds
498,Shihezi,CN,44.3,86.0333,76.93,31,100,7.27,overcast clouds
499,Fare,PF,-16.7,-151.0167,78.33,75,70,19.51,light rain
500,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,83,0,17.27,clear sky
501,Payakumbuh,ID,-0.2202,100.6308,67.77,97,96,2.77,overcast clouds
502,Regina,CA,50.4501,-104.6178,80.04,47,75,13.8,broken clouds
503,Mineral Wells,US,32.8085,-98.1128,104.34,29,0,13.8,clear sky
504,Mandera,KE,3.9366,41.867,78.33,59,100,18.41,overcast clouds
505,Ostersund,SE,63.1792,14.6357,54.61,82,40,14.97,scattered clouds
506,Kumeny,RU,58.1089,49.9161,63.99,91,15,5.14,few clouds
507,Uzunovo,RU,54.5386,38.6173,69.66,81,62,9.17,broken clouds
508,North Platte,US,41.1239,-100.7654,103.12,32,0,12.66,clear sky
509,Saldanha,ZA,-33.0117,17.9442,55.85,78,35,8.1,scattered clouds
510,Waddan,LY,29.1614,16.139,85.59,33,0,16.73,clear sky
511,Dakar,SN,14.6937,-17.4441,83.28,82,27,10.74,scattered clouds
512,Snyder,US,32.7179,-100.9176,101.32,17,0,9.22,clear sky
513,Anjozorobe,MG,-18.4,47.8667,52.36,89,100,9.4,overcast clouds
514,Merauke,ID,-8.4667,140.3333,76.24,90,100,11.52,overcast clouds
515,Vanderhoof,CA,54.0166,-124.0198,62.33,57,100,6.91,overcast clouds
516,Cayenne,GF,4.9333,-52.3333,83.08,1,0,3.44,clear sky
517,Foz,ES,43.5692,-7.2544,65.68,95,0,3.06,clear sky
518,Alyangula,AU,-13.8483,136.4192,66.96,69,37,13.13,scattered clouds
519,Katsuura,JP,35.1333,140.3,74.32,94,7,2.77,clear sky
520,San Jeronimo,PE,-11.9472,-75.2829,64.89,28,50,0.74,scattered clouds
521,Homer,US,59.6425,-151.5483,57.09,73,75,3.44,broken clouds
522,Porosozero,RU,62.7191,32.727,58.8,97,100,1.92,light rain
523,Chontalpa,MX,17.7,-93.5167,87.71,63,76,6.4,broken clouds
524,Perpignan,FR,42.75,2.75,82.04,26,0,0.0,clear sky
525,Kazincbarcika,HU,48.25,20.6333,59.09,65,92,3.8,light rain
526,Sola,VU,-13.8833,167.55,81.37,73,12,13.96,few clouds
527,Kitimat,CA,54.0524,-128.6534,54.91,25,100,4.9,light rain
528,Ohringen,DE,49.2017,9.5039,64.54,75,4,6.04,clear sky
529,Poum,NC,-20.2333,164.0167,77.16,84,0,12.48,clear sky
530,Mindif,CM,10.3976,14.4363,77.2,75,100,1.01,moderate rain
531,Karlskoga,SE,59.3267,14.5239,59.72,78,64,5.77,broken clouds
532,Tutayev,RU,57.8853,39.5406,63.1,96,91,9.73,moderate rain
533,San Quintin,MX,30.4833,-115.95,74.97,65,6,15.52,clear sky
534,Wanning,CN,18.8003,110.3967,80.1,92,100,8.39,overcast clouds
535,Piracicaba,BR,-22.7253,-47.6492,77.45,36,30,4.9,scattered clouds
536,Aldan,RU,58.6031,125.3894,57.06,97,100,0.6,light rain
537,Erdenet,MN,49.0333,104.0833,50.0,97,100,6.24,overcast clouds
538,Aksarka,RU,66.5606,67.7975,51.04,91,7,6.31,clear sky
539,Terrenate,MX,19.4833,-97.9167,69.84,37,38,4.23,scattered clouds
540,Palasa,IN,18.7667,84.4167,79.75,89,59,2.44,broken clouds
541,Imeni Babushkina,RU,59.7573,43.1285,70.16,75,100,5.17,overcast clouds
542,Arman,RU,59.7,150.1667,61.95,72,64,2.64,broken clouds
543,Comodoro Rivadavia,AR,-45.8667,-67.5,35.46,75,40,12.66,scattered clouds
544,Pundaguitan,PH,6.3711,126.1689,83.25,73,92,7.05,overcast clouds
545,Kirakira,SB,-10.4544,161.9205,78.57,81,26,3.06,scattered clouds
546,Tocopilla,CL,-22.092,-70.1979,64.17,67,100,5.86,overcast clouds
547,Olga,RU,43.7444,135.2892,61.63,95,100,4.36,overcast clouds
548,Altay,CN,47.8667,88.1167,59.23,62,14,6.51,few clouds
549,Orumiyeh,IR,37.5527,45.0761,73.47,32,0,1.86,clear sky
550,Baker City,US,44.7749,-117.8344,75.6,38,0,11.5,clear sky
551,Knyaze-Volkonskoye,RU,48.4642,135.4567,68.29,92,55,4.05,broken clouds
552,Alihe,CN,50.5667,123.7167,53.98,92,16,0.63,few clouds
553,Macamic,CA,48.7502,-78.9996,76.21,48,71,10.16,broken clouds
554,Tortoli,IT,39.9256,9.6572,73.31,60,0,2.95,clear sky
555,Gushikawa,JP,26.3544,127.8686,81.99,89,0,5.75,clear sky
556,Nemuro,JP,43.3236,145.575,59.11,100,100,9.64,overcast clouds
557,Agadez,NE,19.75,10.25,92.08,16,15,4.52,few clouds
558,Oistins,BB,13.0667,-59.5333,86.09,70,20,20.71,few clouds
559,Khorol,UA,49.7837,33.2783,63.59,90,99,12.15,moderate rain
560,Beihai,CN,21.4833,109.1,83.21,82,44,14.12,scattered clouds
561,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,88.27,34,100,8.79,overcast clouds
562,Saint-Gilles,FR,43.6766,4.4302,83.35,30,0,8.05,clear sky
563,Ust-Nera,RU,64.5667,143.2,71.33,65,100,4.14,overcast clouds
564,Tyrma,RU,50.0833,132.1667,59.77,97,100,2.57,light rain
565,Hulan,CN,45.9833,126.6,64.74,83,99,5.75,moderate rain
566,Vanimo,PG,-2.6741,141.3028,76.17,88,94,4.61,overcast clouds
567,Asau,RO,46.4333,26.4,61.72,90,90,5.03,overcast clouds
568,Alta Floresta,BR,-9.8756,-56.0861,95.29,22,21,4.0,few clouds
569,Birjand,IR,32.8663,59.2211,76.26,21,1,7.31,clear sky
570,Mariel,CU,22.9875,-82.7536,89.26,67,69,6.6,light rain
571,Marsh Harbour,BS,26.5412,-77.0636,84.36,69,44,7.74,light rain
572,Korem,ET,12.5058,39.5228,56.66,85,100,2.24,moderate rain
573,Barentu,ER,15.1139,37.5928,75.0,68,100,2.91,overcast clouds
574,Moindou,NC,-21.6924,165.677,74.77,85,19,5.99,light rain
575,Khartoum,SD,15.5518,32.5324,88.02,57,100,8.95,overcast clouds
576,Ovalle,CL,-30.5983,-71.2003,53.49,90,100,4.29,overcast clouds
577,Okhotsk,RU,59.3833,143.3,58.59,89,41,5.41,scattered clouds
578,Carutapera,BR,-1.195,-46.02,77.68,91,68,8.34,broken clouds
579,Turukhansk,RU,65.8167,87.9833,44.87,71,81,6.22,broken clouds
580,Saint-Prosper,CA,46.2117,-70.4811,75.04,39,8,9.28,clear sky
581,Tamiahua,MX,21.2667,-97.45,88.83,59,7,13.53,clear sky
582,Kelvington,CA,52.1667,-103.5343,72.97,56,79,10.71,broken clouds
583,Dobrinka,RU,52.1653,40.4731,66.78,69,69,12.55,broken clouds
584,Lorengau,PG,-2.0226,147.2712,81.48,73,49,8.52,scattered clouds
585,Kodinsk,RU,58.6881,99.1844,59.65,99,100,3.38,moderate rain
586,Biu,NG,10.6129,12.1946,75.43,68,77,5.19,broken clouds
587,Cocoyoc,MX,18.8667,-98.9833,86.72,46,10,5.66,clear sky
588,Omsukchan,RU,62.5333,155.8,68.18,63,21,8.43,few clouds
589,Channel-Port Aux Basques,CA,47.5702,-59.1367,57.79,82,0,17.18,clear sky
590,Uvinza,TZ,-5.1036,30.3911,66.6,51,25,2.35,scattered clouds
591,Aklavik,CA,68.2191,-135.0107,71.19,47,79,8.46,broken clouds
592,Karibib,NA,-21.9333,15.8333,51.26,29,0,2.77,clear sky
593,Avera,US,33.194,-82.5271,87.31,55,89,7.14,overcast clouds
594,Mujiayingzi,CN,42.1167,118.7833,67.3,71,0,4.94,clear sky
595,Tonj,SS,7.2737,28.6822,73.38,80,98,4.79,overcast clouds
596,Bilibino,RU,68.0546,166.4372,43.74,75,65,2.53,broken clouds
597,Xinzhou,CN,38.4092,112.7333,64.45,89,71,1.81,broken clouds
598,Coquimbo,CL,-29.9533,-71.3436,58.73,77,75,10.36,broken clouds
599,Port Augusta,AU,-32.5,137.7667,43.9,59,58,10.96,broken clouds
600,Hit,IQ,33.6416,42.8251,91.38,17,0,14.12,clear sky
601,Kitgum,UG,3.2783,32.8867,66.58,88,83,4.05,broken clouds
602,Deqing,CN,30.5448,119.9599,86.95,80,100,2.3,overcast clouds
603,Rosetta,EG,31.4044,30.4164,76.48,72,0,9.78,clear sky
604,Usolye,RU,59.4268,56.6808,65.35,87,6,2.98,clear sky
605,Nador,MA,35.174,-2.9287,75.45,83,40,6.91,scattered clouds
606,Leeds,GB,53.7964,-1.5477,76.08,65,0,9.22,clear sky
607,Wageningen,NL,51.9667,5.6667,66.11,76,40,4.61,scattered clouds
608,Ossora,RU,59.2353,163.0719,63.97,70,2,2.71,clear sky
609,Sangar,RU,63.9242,127.4739,58.86,74,100,2.86,overcast clouds
610,Atar,MR,20.5169,-13.0499,103.68,10,0,8.66,clear sky
611,Limbourg,NL,51.25,6.0,68.34,64,15,1.01,few clouds
612,Vanavara,RU,60.34,102.2797,58.5,97,96,3.76,light rain
613,Dzilam Gonzalez,MX,21.2833,-88.9333,94.37,42,87,8.43,overcast clouds
614,Jasper,US,37.2001,-94.3502,94.68,40,0,9.22,clear sky
615,Totoral,PE,-17.4053,-70.365,68.02,33,26,8.86,scattered clouds
616,Aljezur,PT,37.3191,-8.8033,72.68,54,0,6.44,clear sky
617,Fuerte Olimpo,PY,-21.0415,-57.8738,96.42,25,54,13.02,broken clouds
618,Rio Grande,BR,-32.035,-52.0986,73.94,83,85,10.83,overcast clouds
619,Kenai,US,60.5544,-151.2583,68.02,80,0,9.22,clear sky
620,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,89.26,22,0,7.31,clear sky
621,Meulaboh,ID,4.1363,96.1285,76.71,88,100,3.31,light rain
622,Sorong,ID,-0.8833,131.25,74.77,86,100,4.52,overcast clouds
623,Moyo,UG,3.6609,31.7247,66.61,78,32,1.16,scattered clouds
624,Santa Ana,US,33.7456,-117.8678,101.86,53,20,11.5,few clouds
625,Stokmarknes,NO,68.5646,14.9108,55.38,82,40,5.75,scattered clouds
626,San Carlos De Bariloche,AR,-41.1456,-71.3082,41.25,66,97,1.81,overcast clouds
627,Chivay,PE,-15.6383,-71.6011,58.08,31,100,11.43,overcast clouds
628,Launceston,AU,-41.45,147.1667,49.15,79,100,4.61,overcast clouds
629,Kopavogur,IS,64.1123,-21.913,52.02,89,100,7.81,overcast clouds
630,Tulun,RU,54.5611,100.5792,58.24,68,92,2.98,overcast clouds
631,Hare Bay,CA,48.8499,-54.0148,65.19,56,79,13.11,broken clouds
632,Niono,ML,14.2526,-5.993,94.8,36,88,7.29,light rain
633,Bonthe,SL,7.5264,-12.505,76.8,84,99,9.82,light rain
634,Riyadh,SA,24.6877,46.7219,95.14,8,100,8.08,overcast clouds
635,Rochegda,RU,62.8,43.25,62.42,85,88,5.57,light rain
636,Broome,US,42.2506,-75.833,81.61,39,0,4.61,clear sky
637,Honiara,SB,-9.4333,159.95,76.01,81,91,4.79,overcast clouds
638,Kinsale,IE,51.7075,-8.5306,63.77,82,20,9.22,few clouds
639,Yaan,NG,7.3833,8.5667,74.12,92,79,4.65,broken clouds
640,Melfi,IT,40.9965,15.6514,63.5,56,0,3.87,clear sky
641,Mandalgovi,MN,45.7625,106.2708,64.71,58,99,4.12,overcast clouds
642,Pringsewu,ID,-5.3582,104.9744,70.38,96,100,1.61,overcast clouds
643,Emerald,AU,-23.5333,148.1667,38.34,74,0,10.27,clear sky
644,Ewa Beach,US,21.3156,-158.0072,85.95,56,20,17.27,few clouds
645,Scarborough,GB,54.2797,-0.4044,67.57,75,97,10.0,overcast clouds
646,Betong,TH,5.7743,101.0723,71.64,98,100,0.11,light rain
647,Chara,RU,56.9064,118.2631,54.19,85,100,2.68,overcast clouds
648,Manger,NO,60.6414,5.0414,56.05,70,41,4.85,scattered clouds
649,Tahoua,NE,14.8888,5.2692,86.77,38,99,10.94,overcast clouds
650,Porto Santo,PT,33.072,-16.3415,68.38,83,75,20.71,broken clouds
651,Abrau-Dyurso,RU,44.69,37.59,72.86,85,94,5.17,overcast clouds
652,San Jose De Guanipa,VE,8.8872,-64.1651,82.96,60,71,15.08,broken clouds
653,Mehamn,NO,71.0357,27.8492,55.35,82,0,4.61,clear sky
654,Sosnovskoye,RU,55.8052,43.167,62.4,87,52,5.59,broken clouds
655,Shingu,JP,33.7333,135.9833,74.39,91,35,3.8,scattered clouds
656,Arzachena,IT,41.0769,9.3887,74.64,64,0,4.14,clear sky
657,Chernyshevskiy,RU,63.0128,112.4714,53.47,58,28,2.77,scattered clouds
658,Felanitx,ES,39.4696,3.1483,81.12,62,0,4.97,clear sky
659,Moranbah,AU,-22.0016,148.0466,43.48,63,0,7.9,clear sky
660,Obo,CF,5.3998,26.4869,66.83,98,100,3.96,overcast clouds
661,Anito,PH,12.4497,125.2886,77.59,92,100,5.46,moderate rain
662,Champerico,GT,14.3,-91.9167,91.94,71,6,8.93,clear sky
663,Zolotyy Potik,UA,48.9095,25.3393,54.0,91,100,12.21,overcast clouds
664,Bako,ET,5.7833,36.5667,66.47,58,93,3.76,overcast clouds
665,Sulangan,PH,11.1373,123.7228,83.01,78,99,10.56,light rain
666,Darhan,MN,49.4867,105.9228,55.85,92,100,10.16,heavy intensity rain
667,Almaznyy,RU,48.0448,40.045,76.35,52,100,5.77,overcast clouds
668,Tondano,ID,1.3038,124.9112,69.89,96,82,4.5,broken clouds
669,Mamit,IN,23.9333,92.4833,68.97,99,96,2.73,overcast clouds
670,Tautira,PF,-17.7333,-149.15,77.72,76,81,19.1,light rain
671,Port Macquarie,AU,-31.4333,152.9167,55.42,80,75,10.89,broken clouds
672,Bull Savanna,JM,17.8868,-77.5902,86.22,58,100,18.81,overcast clouds
673,Camopi,GF,3.1655,-52.3158,78.46,92,45,3.89,scattered clouds
674,Nosy Varika,MG,-20.5833,48.5333,67.69,74,52,5.14,broken clouds
675,Monte Carmelo,BR,-18.7247,-47.4986,74.57,38,5,7.07,clear sky
676,Taoudenni,ML,22.6783,-3.9836,106.14,7,2,9.06,clear sky
677,Samur,RU,41.8253,48.486,77.09,43,0,8.95,clear sky
678,Toktogul,KG,41.8708,72.9402,70.07,50,100,3.36,overcast clouds
679,Abonnema,NG,4.7084,6.7931,75.4,84,98,7.14,overcast clouds
680,Saint-Leu,RE,-21.15,55.2833,69.31,65,8,1.5,clear sky
681,Dzhebariki-Khaya,RU,62.2167,135.8,69.04,88,100,3.31,overcast clouds
682,Sembe,CG,1.6481,14.5806,71.1,91,89,2.71,overcast clouds
683,Vilhena,BR,-12.7406,-60.1458,89.96,27,27,4.47,scattered clouds
684,Mantua,IT,45.1667,10.7833,81.64,61,6,3.0,clear sky
685,Fougeres,FR,48.35,-1.2,76.86,43,65,11.74,broken clouds
686,Yumen,CN,40.2833,97.2,72.91,47,91,6.11,overcast clouds
687,Hengyang,CN,26.8881,112.615,80.29,85,12,4.36,few clouds
688,Ruteng,ID,-8.6136,120.4721,60.46,95,47,2.93,scattered clouds
689,Luancheng,CN,37.8792,114.6517,70.97,78,11,2.37,few clouds
690,Margate,GB,51.3813,1.3862,69.69,65,36,1.01,scattered clouds
691,Straumen,NO,63.8709,11.2999,53.6,74,62,5.23,broken clouds
692,Akdepe,TM,42.0551,59.3788,78.28,39,0,9.82,clear sky
693,Kapit,MY,2.0167,112.9333,71.85,99,89,0.98,overcast clouds
694,Abu Samrah,SY,35.3029,37.1841,73.2,64,0,13.76,clear sky
695,Bijar,IR,35.8668,47.6051,73.2,24,0,7.14,clear sky
696,Ferme-Neuve,CA,46.7001,-75.4493,78.98,37,100,8.16,overcast clouds
