City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Talaya,RU,2022-07-09 16:54:31,61.3833,152.75,55.98,85,29,6.17
294,Tygda,RU,2022-07-09 16:54:31,53.1167,126.3333,62.56,80,100,5.91
295,Te Anau,NZ,2022-07-09 16:54:31,-45.4167,167.7167,31.37,90,93,4.21
296,Sydney,AU,2022-07-09 16:51:32,-33.8679,151.2073,50.77,72,75,14.97
297,Teguise,ES,2022-07-09 16:54:32,29.0605,-13.564,91.62,36,0,16.11
298,Iqaluit,CA,2022-07-09 16:51:23,63.7506,-68.5145,40.73,80,20,8.05
299,Cabo San Lucas,MX,2022-07-09 16:54:01,22.8909,-109.9124,92.61,64,92,4.0
300,Robertson,US,2022-07-09 16:54:32,36.5167,-86.8667,82.85,80,75,5.01
301,Port Hedland,AU,2022-07-09 16:52:39,-20.3167,118.5667,51.85,71,2,6.91
302,Ikom,NG,2022-07-09 16:54:32,5.9667,8.7063,74.25,97,100,3.06
303,Westport,US,2022-07-09 16:41:39,41.1415,-73.3579,85.15,55,75,10.36
304,Corpus Christi,US,2022-07-09 16:53:14,27.8006,-97.3964,95.16,58,0,11.5
305,Russell,US,2022-07-09 16:54:32,32.3502,-85.1999,90.68,46,80,5.82
306,Gouyave,GD,2022-07-09 16:54:33,12.1646,-61.7296,86.77,70,20,20.71
307,Nikolskoye,RU,2022-07-09 16:54:33,59.7035,30.7861,62.8,81,96,4.63
308,Kralendijk,BQ,2022-07-09 16:54:33,12.15,-68.2667,85.98,74,40,19.57
309,Urumqi,CN,2022-07-09 16:52:01,43.801,87.6005,67.15,60,20,2.24
310,Belmonte,BR,2022-07-09 16:54:34,-15.8631,-38.8828,74.91,78,57,13.62
311,Bulgan,MN,2022-07-09 16:54:34,48.8125,103.5347,53.17,92,100,1.74
312,Kamaishi,JP,2022-07-09 16:54:34,39.2667,141.8833,68.83,90,74,5.32
313,Merrill,US,2022-07-09 16:54:34,45.1805,-89.6835,75.67,53,75,4.61
314,Coos Bay,US,2022-07-09 16:51:09,43.3665,-124.2179,66.31,87,100,8.05
315,Langsa,ID,2022-07-09 16:54:35,4.4683,97.9683,76.66,96,100,2.59
316,Bueu,ES,2022-07-09 16:55:35,42.3246,-8.785,90.55,41,0,10.36
317,Berbera,SO,2022-07-09 16:55:35,10.4396,45.0143,88.81,42,85,27.98
318,Olbia,IT,2022-07-09 16:55:35,40.9214,9.4856,87.85,23,0,6.91
319,Urusha,RU,2022-07-09 16:55:36,54.05,122.9,56.23,97,61,2.17
320,Aswan,EG,2022-07-09 16:55:36,24.0934,32.907,99.7,20,0,9.22
321,Devrek,TR,2022-07-09 16:55:36,41.2192,31.9558,71.91,84,61,2.17
322,Hasaki,JP,2022-07-09 16:55:36,35.7333,140.8333,73.29,93,100,16.33
323,Batagay-Alyta,RU,2022-07-09 16:55:37,67.8006,130.4114,45.34,87,36,2.68
324,Mareeba,AU,2022-07-09 16:55:37,-17.0,145.4333,63.32,91,75,2.8
325,Hammerfest,NO,2022-07-09 16:55:37,70.6634,23.6821,55.85,71,98,10.36
326,Denizli,TR,2022-07-09 16:55:37,37.8402,29.0698,83.14,37,80,9.55
327,Codrington,AU,2022-07-09 16:55:38,-38.2667,141.9667,42.62,92,1,5.91
328,Tomatlan,MX,2022-07-09 16:55:38,19.9333,-105.25,91.67,49,62,2.37
329,Richards Bay,ZA,2022-07-09 16:53:13,-28.783,32.0377,68.72,71,0,13.71
330,Kiunga,PG,2022-07-09 16:55:38,-6.1219,141.2906,71.83,99,78,1.86
331,Bengkulu,ID,2022-07-09 16:55:38,-3.8004,102.2655,75.51,88,8,4.21
332,Faya,SA,2022-07-09 16:55:39,18.3851,42.4509,71.71,39,100,4.74
333,Karasburg,NA,2022-07-09 16:55:39,-28.0167,18.75,59.13,32,1,18.57
334,Gornozavodsk,RU,2022-07-09 16:55:39,58.3758,58.3211,67.3,81,42,1.25
335,Rosario,AR,2022-07-09 16:55:39,-32.9468,-60.6393,76.95,57,0,13.8
336,Suamico,US,2022-07-09 16:55:40,44.6319,-88.0393,74.39,52,52,4.65
337,Chicama,PE,2022-07-09 16:55:40,-7.8447,-79.1469,61.34,64,57,8.97
338,Kasangulu,CD,2022-07-09 16:55:40,-4.5911,15.1708,83.35,36,75,4.36
339,Haapiti,PF,2022-07-09 16:55:40,-17.5667,-149.8667,73.13,73,90,20.85
340,Yuncheng,CN,2022-07-09 16:55:41,35.0231,110.9928,85.24,62,0,7.76
341,Mikhaylovka,RU,2022-07-09 16:55:41,50.06,43.2379,76.93,42,99,13.38
342,Sao Felix Do Xingu,BR,2022-07-09 16:55:41,-6.6447,-51.995,92.5,36,46,5.44
343,Jacareacanga,BR,2022-07-09 16:55:42,-6.2222,-57.7528,87.89,50,61,3.96
344,Weiser,US,2022-07-09 16:55:42,44.251,-116.9693,84.31,43,15,5.01
345,Dzhebariki-Khaya,RU,2022-07-09 16:55:42,62.2167,135.8,56.21,77,99,3.53
346,Tarauaca,BR,2022-07-09 16:54:43,-8.1614,-70.7656,93.16,37,5,3.22
347,Atocha,BO,2022-07-09 16:55:42,-20.9333,-66.2333,51.71,24,53,24.7
348,Gohpur,IN,2022-07-09 16:55:43,26.8833,93.6333,81.27,86,29,2.51
349,Melo,UY,2022-07-09 16:55:43,-32.3667,-54.1833,65.86,90,100,13.0
350,Pevek,RU,2022-07-09 16:55:43,69.7008,170.3133,32.58,97,100,9.46
351,Skala Fourkas,GR,2022-07-09 16:55:43,39.9998,23.3841,65.53,80,100,22.68
352,Cayenne,GF,2022-07-09 16:55:01,4.9333,-52.3333,82.44,78,75,4.61
353,Lakes Entrance,AU,2022-07-09 16:55:44,-37.8811,147.981,47.16,85,34,6.93
354,Odienne,CI,2022-07-09 16:55:44,9.51,-7.5692,78.39,79,100,3.36
355,Torbay,CA,2022-07-09 16:55:44,47.6666,-52.7314,70.29,78,75,11.5
356,Umm Kaddadah,SD,2022-07-09 16:55:44,13.6017,26.6876,88.18,40,98,6.08
357,Klerksdorp,ZA,2022-07-09 16:55:45,-26.8521,26.6667,56.05,47,0,7.29
358,Takoradi,GH,2022-07-09 16:55:45,4.8845,-1.7554,78.35,78,93,12.1
359,Vostok,RU,2022-07-09 16:55:45,46.4856,135.8833,59.22,95,85,3.83
360,Cotonou,BJ,2022-07-09 16:55:45,6.3654,2.4183,78.78,89,40,9.22
361,Hokitika,NZ,2022-07-09 16:55:46,-42.7167,170.9667,43.23,74,100,11.99
362,Puerto Suarez,BO,2022-07-09 16:56:46,-18.95,-57.8,91.96,54,0,12.66
363,Bandar-E Lengeh,IR,2022-07-09 16:56:46,26.5579,54.8807,93.31,66,73,11.5
364,Kawalu,ID,2022-07-09 16:56:46,-7.3817,108.2082,69.26,92,36,1.36
365,Antofagasta,CL,2022-07-09 16:56:47,-23.65,-70.4,68.22,61,100,6.51
366,Jinsha,CN,2022-07-09 16:56:47,32.0898,121.0735,83.98,91,83,6.06
367,Yamada,JP,2022-07-09 16:56:47,39.4667,141.95,68.0,93,87,4.92
368,Visby,SE,2022-07-09 16:52:10,57.6409,18.296,68.22,56,50,8.05
369,Floro,NO,2022-07-09 16:56:47,61.5996,5.0328,56.23,76,100,23.02
370,Dunedin,NZ,2022-07-09 16:56:48,-45.8742,170.5036,40.8,67,99,5.01
371,Sladkovo,RU,2022-07-09 16:56:48,55.5284,70.3385,65.35,80,23,6.69
372,Maarianhamina,AX,2022-07-09 16:56:48,60.0973,19.9348,62.46,55,0,11.5
373,Nagyoroszi,HU,2022-07-09 16:56:49,48.005,19.0905,78.3,33,30,12.82
374,Tabou,CI,2022-07-09 16:56:49,4.423,-7.3528,78.12,73,71,10.22
375,Paita,PE,2022-07-09 16:56:49,-5.0892,-81.1144,69.28,70,93,12.59
376,Buraydah,SA,2022-07-09 16:54:10,26.326,43.975,104.45,9,47,8.97
377,Serebryanyy Bor,RU,2022-07-09 16:56:49,56.8,124.8,56.52,97,100,0.87
378,Namatanai,PG,2022-07-09 16:56:50,-3.6667,152.4333,76.82,75,8,7.38
379,Slonim,BY,2022-07-09 16:56:50,53.0867,25.3219,62.91,77,41,6.64
380,Belyy Yar,RU,2022-07-09 16:56:50,53.6039,91.3903,64.29,68,0,2.24
381,Bilibino,RU,2022-07-09 16:53:09,68.0546,166.4372,41.72,94,100,6.44
382,Gumdag,TM,2022-07-09 16:56:50,39.2061,54.5906,90.55,13,1,13.42
383,Tromso,NO,2022-07-09 16:52:52,69.6496,18.957,59.02,67,40,10.36
384,Aleksandrovsk-Sakhalinskiy,RU,2022-07-09 16:56:51,50.8975,142.1561,60.42,93,21,7.0
385,Fortuna,US,2022-07-09 16:56:51,40.5982,-124.1573,62.65,90,100,1.99
386,Lalmohan,BD,2022-07-09 16:56:51,22.3384,90.7419,82.85,84,15,17.38
387,Kailua,US,2022-07-09 16:56:52,21.4022,-157.7394,76.64,84,75,12.66
388,Isla Vista,US,2022-07-09 16:56:52,34.4133,-119.861,82.35,28,0,4.99
389,Orebro,SE,2022-07-09 16:56:52,59.2741,15.2066,69.98,24,20,12.66
390,Ust-Maya,RU,2022-07-09 16:56:52,60.4167,134.5333,58.96,65,99,4.27
391,Durban,ZA,2022-07-09 16:56:53,-29.8579,31.0292,70.72,87,0,5.99
392,Celestun,MX,2022-07-09 16:56:53,20.8667,-90.4,88.21,57,30,5.75
393,Cabacao,PH,2022-07-09 16:56:53,13.3356,120.6588,79.25,86,83,3.31
394,Poso,ID,2022-07-09 16:56:53,-1.3959,120.7524,75.16,95,100,3.49
395,Muisne,EC,2022-07-09 16:56:54,0.6,-80.0333,76.08,85,100,11.1
396,Rio Novo Do Sul,BR,2022-07-09 16:56:54,-20.8625,-40.9364,80.65,52,6,12.26
397,Kurumkan,RU,2022-07-09 16:56:54,54.3,110.3,55.99,81,31,4.9
398,Verkhovazhye,RU,2022-07-09 16:56:54,60.7472,42.0465,66.36,68,81,2.51
399,Ilulissat,GL,2022-07-09 16:56:55,69.2167,-51.1,41.27,72,42,2.42
400,Khuzdar,PK,2022-07-09 16:56:55,27.7384,66.6434,81.86,62,18,8.21
401,Riyadh,SA,2022-07-09 16:55:09,24.6877,46.7219,102.34,10,83,8.9
402,Polunochnoye,RU,2022-07-09 16:56:55,60.8697,60.4153,67.08,84,73,3.13
403,Shingu,JP,2022-07-09 16:54:46,33.7333,135.9833,74.62,94,65,2.95
404,Warri,NG,2022-07-09 16:56:56,5.5167,5.75,73.22,97,100,7.11
405,Marsh Harbour,BS,2022-07-09 16:56:56,26.5412,-77.0636,83.75,69,8,10.11
406,Tovarkovo,RU,2022-07-09 16:56:56,54.6762,35.9386,73.83,93,100,3.69
407,Hauterive,FR,2022-07-09 16:56:56,46.0901,3.4459,79.56,41,13,8.46
408,Nome,US,2022-07-09 16:56:57,64.5011,-165.4064,58.15,83,41,4.43
409,Kalach-Na-Donu,RU,2022-07-09 16:56:57,48.691,43.5264,82.11,27,79,6.17
410,Veraval,IN,2022-07-09 16:56:57,20.9,70.3667,82.71,85,100,21.34
411,Mykhaylivka,UA,2022-07-09 16:57:58,47.2724,35.2224,74.34,55,99,8.12
412,Launceston,AU,2022-07-09 16:57:58,-41.45,147.1667,38.16,96,40,0.0
413,Kawhia,NZ,2022-07-09 16:57:58,-38.0651,174.8183,54.68,91,95,5.79
414,Sawtell,AU,2022-07-09 16:57:58,-30.3833,153.1,44.19,100,27,0.0
415,Santo Antonio Do Ica,BR,2022-07-09 16:57:59,-3.1022,-67.9397,82.6,81,51,4.16
416,Banjar,ID,2022-07-09 16:57:59,-8.19,114.9675,73.96,89,97,4.99
417,Tarko-Sale,RU,2022-07-09 16:57:59,64.9225,77.785,62.22,64,3,14.32
418,Isangel,VU,2022-07-09 16:53:21,-19.55,169.2667,73.74,84,11,7.38
419,Pangai,TO,2022-07-09 16:57:59,-19.8,-174.35,76.59,71,21,21.72
420,Zhezkazgan,KZ,2022-07-09 16:54:52,47.8043,67.7144,72.32,42,73,12.39
421,Ostrovnoy,RU,2022-07-09 16:58:00,68.0531,39.5131,48.47,87,87,7.18
422,Rio Grande,BR,2022-07-09 16:53:50,-32.035,-52.0986,60.91,89,100,14.12
423,Morrope,PE,2022-07-09 16:58:00,-6.5417,-80.0111,69.91,60,82,15.19
424,Helsinki,FI,2022-07-09 16:56:23,60.1695,24.9355,66.78,72,20,13.8
425,Pacific Grove,US,2022-07-09 16:58:00,36.6177,-121.9166,66.81,91,75,10.0
426,Viedma,AR,2022-07-09 16:58:01,-40.8135,-62.9967,57.76,32,3,14.0
427,Iberia,US,2022-07-09 16:58:01,29.9502,-91.7507,94.08,60,54,6.76
428,Zheleznodorozhnyy,RU,2022-07-09 16:58:01,55.7503,38.0042,73.62,77,91,4.43
429,Colesberg,ZA,2022-07-09 16:58:01,-30.72,25.0972,54.28,44,0,8.97
430,Asosa,ET,2022-07-09 16:58:02,10.0667,34.5333,60.62,97,100,1.39
431,Makakilo City,US,2022-07-09 16:56:33,21.3469,-158.0858,75.18,84,75,0.0
432,Fairbanks,US,2022-07-09 16:58:02,64.8378,-147.7164,72.23,68,75,3.44
433,Praya,CV,2022-07-09 16:58:02,14.9215,-23.5087,82.94,61,75,17.27
434,Birjand,IR,2022-07-09 16:58:03,32.8663,59.2211,86.47,8,0,11.5
435,Qandala,SO,2022-07-09 16:58:03,11.472,49.8728,89.8,49,100,19.28
436,Tilichiki,RU,2022-07-09 16:58:03,60.4667,166.1,52.56,94,95,2.48
437,Hargeysa,SO,2022-07-09 16:58:03,9.56,44.065,66.54,67,81,28.45
438,Carutapera,BR,2022-07-09 16:58:04,-1.195,-46.02,85.6,61,11,8.3
439,Namtsy,RU,2022-07-09 16:58:04,62.7161,129.6658,58.23,75,100,3.09
440,Chak Jhumra,PK,2022-07-09 16:58:04,31.5678,73.1835,90.57,59,42,13.15
441,Denpasar,ID,2022-07-09 16:55:17,-8.65,115.2167,78.46,88,40,14.97
442,Lavrentiya,RU,2022-07-09 16:58:05,65.5833,-171.0,47.62,87,100,7.34
443,Ust-Nera,RU,2022-07-09 16:58:05,64.5667,143.2,49.89,79,72,3.36
444,Tura,IN,2022-07-09 16:58:05,25.5198,90.2201,76.62,83,13,3.51
445,Dukat,RU,2022-07-09 16:58:05,62.55,155.55,50.11,90,32,4.32
446,Sande,DE,2022-07-09 16:58:06,53.5049,8.0142,63.01,66,100,16.06
447,Kambove,CD,2022-07-09 16:58:06,-10.8764,26.5969,61.66,44,1,2.51
448,Duekoue,CI,2022-07-09 16:58:06,6.7472,-7.3496,73.72,86,100,4.12
449,Monte Gordo,PT,2022-07-09 16:58:07,37.1819,-7.4523,91.26,68,0,12.84
450,Taoudenni,ML,2022-07-09 16:58:07,22.6783,-3.9836,114.93,5,0,13.51
451,Clifton,US,2022-07-09 16:56:00,40.8584,-74.1638,86.27,46,75,8.05
452,Laguna,US,2022-07-09 16:58:07,38.421,-121.4238,80.08,64,0,6.91
453,Douala,CM,2022-07-09 16:58:07,4.0483,9.7043,77.56,84,100,7.65
454,Katherine,AU,2022-07-09 16:58:08,-14.4667,132.2667,57.52,54,46,10.36
455,Malakal,SS,2022-07-09 16:58:08,9.5334,31.6605,76.59,74,100,4.83
456,Morgan City,US,2022-07-09 16:54:10,29.6994,-91.2068,91.02,72,49,6.02
457,Almaty,KZ,2022-07-09 16:58:08,43.25,76.95,73.31,38,40,4.47
458,Youhao,CN,2022-07-09 16:59:09,47.8667,128.8333,58.51,85,62,3.56
459,Jiaozuo,CN,2022-07-09 16:59:09,35.2397,113.2331,84.7,75,83,10.13
460,Solnechnyy,RU,2022-07-09 16:59:09,50.7214,136.6319,67.42,93,66,4.88
461,Kamnik,SI,2022-07-09 16:59:09,46.2259,14.6121,75.09,38,40,5.75
462,Dourbali,TD,2022-07-09 16:59:10,11.8091,15.8632,85.73,47,92,6.22
463,Roald,NO,2022-07-09 16:59:10,62.5833,6.1333,55.17,93,75,14.97
464,Saint Anthony,US,2022-07-09 16:59:10,45.0205,-93.218,82.04,59,8,1.99
465,Nalut,LY,2022-07-09 16:59:10,30.3333,10.85,99.27,16,3,19.98
466,Srivardhan,IN,2022-07-09 16:59:11,18.0333,73.0167,79.43,86,100,13.65
467,Warrnambool,AU,2022-07-09 16:59:11,-38.3833,142.4833,41.81,90,2,6.71
468,Copiapo,CL,2022-07-09 16:59:11,-27.3667,-70.3333,55.09,46,24,7.87
469,Zemio,CF,2022-07-09 16:59:12,5.0314,25.1361,73.27,82,95,1.43
470,Goderich,CA,2022-07-09 16:59:12,43.7501,-81.7165,71.92,35,0,9.22
471,Erzin,TR,2022-07-09 16:59:12,36.9559,36.2,75.45,86,4,6.42
472,Rosita,NI,2022-07-09 16:59:13,13.9268,-84.4032,85.62,64,97,5.37
473,Yining,CN,2022-07-09 16:59:13,29.0361,114.5636,79.3,92,8,2.26
474,Iranshahr,IR,2022-07-09 16:59:13,27.2025,60.6848,93.54,46,20,6.91
475,Boende,CD,2022-07-09 16:59:13,-0.2167,20.8667,83.77,44,57,2.15
476,Teahupoo,PF,2022-07-09 16:59:14,-17.8333,-149.2667,67.96,74,90,18.68
477,Comodoro Rivadavia,AR,2022-07-09 16:54:35,-45.8667,-67.5,53.46,47,0,8.05
478,Beipiao,CN,2022-07-09 16:59:14,41.7919,120.7792,73.38,68,100,4.74
479,Norman Wells,CA,2022-07-09 16:59:14,65.282,-126.8329,64.44,68,40,3.44
480,Nueva Imperial,CL,2022-07-09 16:59:15,-38.7333,-72.95,47.05,93,100,4.38
481,Pulwama,IN,2022-07-09 16:59:15,33.874,74.8996,68.94,79,8,1.16
482,Tyup,KG,2022-07-09 16:59:15,42.7276,78.3648,57.07,72,94,4.74
483,Qaqortoq,GL,2022-07-09 16:59:15,60.7167,-46.0333,45.81,86,99,4.68
484,Charters Towers,AU,2022-07-09 16:59:16,-20.1,146.2667,52.77,68,14,7.2
485,Janakkala,FI,2022-07-09 16:59:16,60.9,24.6,62.8,72,100,1.03
486,Macas,EC,2022-07-09 16:59:16,-2.3167,-78.1167,69.55,88,100,2.3
487,Aykhal,RU,2022-07-09 16:59:16,66.0,111.5,49.69,83,22,7.43
488,Pumiao,CN,2022-07-09 16:59:17,22.75,108.4833,81.0,83,16,3.89
489,Bintulu,MY,2022-07-09 16:59:17,3.1667,113.0333,77.41,94,20,3.44
490,Susehri,TR,2022-07-09 16:59:17,40.1644,38.0867,72.07,58,1,5.21
491,Dustlik,UZ,2022-07-09 16:59:18,40.5247,68.0358,75.51,24,0,8.88
492,Killarney,IE,2022-07-09 16:59:18,52.05,-9.5167,71.65,73,20,8.05
493,Kushmurun,KZ,2022-07-09 16:59:18,52.4503,64.6311,71.01,58,61,7.25
494,Villa Carlos Paz,AR,2022-07-09 16:59:18,-31.4241,-64.4978,74.89,33,0,10.0
495,Swan Hill,AU,2022-07-09 16:59:19,-35.3378,143.5544,40.75,93,1,6.49
496,Vardo,NO,2022-07-09 16:59:19,70.3705,31.1107,49.98,81,96,9.22
497,Kieta,PG,2022-07-09 16:59:19,-6.2167,155.6333,77.9,80,54,6.64
498,Naze,JP,2022-07-09 16:59:19,28.3667,129.4833,81.52,89,3,9.55
499,Dingle,PH,2022-07-09 16:59:20,10.9995,122.6711,76.73,90,100,5.03
500,Sajanan,TN,2022-07-09 16:59:20,37.0573,9.2426,79.72,49,0,9.08
501,Zabid,YE,2022-07-09 16:59:20,14.1951,43.3152,89.91,49,100,6.87
502,Lewiston,US,2022-07-09 16:59:21,44.1003,-70.2148,77.45,44,0,4.0
503,Quelimane,MZ,2022-07-09 16:59:21,-17.8786,36.8883,73.35,78,20,4.61
504,Bacolod,PH,2022-07-09 16:59:21,10.6667,122.95,77.97,88,100,6.91
505,Thyboron,DK,2022-07-09 17:00:21,56.6985,8.2124,59.18,78,39,29.39
506,Coquimbo,CL,2022-07-09 17:00:22,-29.9533,-71.3436,55.81,79,72,13.31
507,Veinticinco De Mayo,AR,2022-07-09 17:00:22,-35.4323,-60.1727,61.99,70,99,5.99
508,Methoni,GR,2022-07-09 17:00:22,36.8197,21.7049,83.21,59,16,13.82
509,Hun,LY,2022-07-09 17:00:22,29.1268,15.9477,97.29,22,0,17.81
510,Leningradskiy,RU,2022-07-09 16:56:59,69.3833,178.4167,50.79,87,100,6.24
511,Kenai,US,2022-07-09 17:00:23,60.5544,-151.2583,62.02,79,99,3.87
512,Kurtamysh,RU,2022-07-09 17:00:23,54.9103,64.4319,67.98,68,100,4.41
513,Ofaqim,IL,2022-07-09 17:00:24,31.3141,34.6203,81.72,54,0,9.91
514,Pekalongan,ID,2022-07-09 17:00:24,-6.8886,109.6753,76.33,78,22,4.79
515,San Jose,US,2022-07-09 16:57:01,37.3394,-121.895,75.09,65,0,3.0
516,Tutin,RS,2022-07-09 17:00:24,42.9903,20.3314,58.51,85,100,4.63
517,Meulaboh,ID,2022-07-09 17:00:25,4.1363,96.1285,77.77,87,99,3.56
518,Itoman,JP,2022-07-09 17:00:25,26.1247,127.6694,84.58,89,75,10.36
519,Maiduguri,NG,2022-07-09 17:00:25,11.8464,13.1603,92.32,35,99,9.33
520,Havre-Saint-Pierre,CA,2022-07-09 17:00:26,50.2334,-63.5986,57.56,72,100,19.57
521,Mount Gambier,AU,2022-07-09 16:58:24,-37.8333,140.7667,37.31,93,100,5.75
522,Shurugwi,ZW,2022-07-09 17:00:26,-19.6702,30.0059,53.47,51,0,5.08
523,Flin Flon,CA,2022-07-09 17:00:15,54.7682,-101.865,69.64,83,100,5.75
524,Klyuchi,RU,2022-07-09 17:00:26,52.2667,79.1667,65.73,78,93,3.51
525,Evensk,RU,2022-07-09 17:00:27,61.95,159.2333,48.7,97,89,3.06
526,Sola,VU,2022-07-09 17:00:27,-13.8833,167.55,79.41,81,38,17.13
527,Korla,CN,2022-07-09 17:00:27,41.7597,86.1469,82.62,23,82,15.97
528,Crotone,IT,2022-07-09 17:00:28,39.0851,17.1178,84.2,52,0,23.69
529,Vila,PT,2022-07-09 17:00:28,42.0304,-8.1588,90.7,24,0,3.4
530,Totskoye,RU,2022-07-09 17:00:28,52.5248,52.7623,72.46,56,21,5.01
531,Mackay,AU,2022-07-09 17:00:28,-21.15,149.2,46.69,69,0,9.6
532,Xiongzhou,CN,2022-07-09 17:00:29,25.1167,114.3,78.51,89,69,2.86
533,Khorramshahr,IR,2022-07-09 17:00:29,30.4397,48.1664,103.95,9,0,12.08
534,Povenets,RU,2022-07-09 17:00:29,62.8487,34.8262,64.72,69,58,6.85
535,Port Macquarie,AU,2022-07-09 17:00:30,-31.4333,152.9167,47.55,77,4,7.2
536,Atasu,KZ,2022-07-09 17:00:30,48.6814,71.6433,65.16,62,93,6.2
537,Socorro,US,2022-07-09 17:00:30,31.6546,-106.3033,95.5,28,40,4.61
538,Sibolga,ID,2022-07-09 17:00:31,1.7427,98.7792,76.75,84,62,3.15
539,Oriximina,BR,2022-07-09 17:00:31,-1.7656,-55.8661,88.72,53,40,6.51
540,Nantucket,US,2022-07-09 17:00:31,41.2835,-70.0995,73.02,85,8,15.7
541,Illapel,CL,2022-07-09 17:00:32,-31.6308,-71.1653,57.79,54,28,19.64
542,Gijon,ES,2022-07-09 17:00:32,43.5357,-5.6615,82.45,74,0,7.0
543,Petropavl,KZ,2022-07-09 16:57:53,54.8753,69.1628,68.5,70,98,7.14
544,Salihli,TR,2022-07-09 17:00:32,38.4826,28.1477,77.49,55,58,8.28
545,Abha,SA,2022-07-09 17:00:33,18.2164,42.5053,70.83,36,100,1.01
546,Mongo,TD,2022-07-09 17:00:33,12.1844,18.693,87.31,46,96,6.69
547,Sorland,NO,2022-07-09 17:00:33,67.667,12.6934,55.26,78,16,5.26
548,At-Bashi,KG,2022-07-09 17:00:33,41.1702,75.8106,57.87,37,38,3.47
549,North Bend,US,2022-07-09 16:56:23,43.4065,-124.2243,66.24,87,75,10.36
550,Mizdah,LY,2022-07-09 17:00:34,31.4451,12.9801,88.29,29,0,20.29
551,Yeppoon,AU,2022-07-09 17:01:34,-23.1333,150.7333,44.38,66,0,9.24
552,Porto Novo,BJ,2022-07-09 17:01:34,6.4965,2.6036,73.27,95,100,6.8
553,Bijar,IR,2022-07-09 17:01:35,35.8668,47.6051,75.09,25,0,12.28
